data_timestep;lane_id;lane_queueing_length;lane_queueing_length_experimental;lane_queueing_time
561.00;1to2_0;20.70;20.70;22.00
561.00;1to2_1;21.00;21.00;12.00
562.00;1to2_0;20.69;20.69;23.00
562.00;1to2_1;21.00;21.00;13.00
563.00;1to2_0;20.69;20.69;24.00
563.00;1to2_1;21.00;21.00;14.00
564.00;1to2_0;20.69;20.69;25.00
564.00;1to2_1;21.00;21.00;15.00
565.00;1to2_0;20.69;20.69;26.00
565.00;1to2_1;21.00;21.00;16.00
566.00;1to2_0;20.69;20.69;27.00
566.00;1to2_1;21.00;21.00;17.00
567.00;1to2_0;20.69;20.69;28.00
567.00;1to2_1;21.00;21.00;18.00
568.00;1to2_0;20.69;20.69;29.00
568.00;1to2_1;21.00;21.00;19.00
569.00;1to2_0;20.69;20.69;30.00
569.00;1to2_1;21.00;21.00;20.00
570.00;1to2_0;20.69;20.69;31.00
570.00;1to2_1;21.00;21.00;21.00
571.00;1to2_0;20.69;20.69;32.00
571.00;1to2_1;21.00;21.00;22.00
572.00;1to2_0;20.69;20.69;33.00
572.00;1to2_1;21.00;21.00;23.00
573.00;1to2_0;20.69;20.69;34.00
573.00;1to2_1;21.00;21.00;24.00
574.00;1to2_0;20.69;20.69;35.00
574.00;1to2_1;21.00;21.00;25.00
575.00;1to2_0;20.69;20.69;36.00
575.00;1to2_1;21.00;21.00;26.00
576.00;1to2_0;20.69;28.19;37.00
576.00;1to2_1;21.00;21.00;27.00
577.00;1to2_0;28.19;28.19;38.00
577.00;1to2_1;21.00;21.00;28.00
578.00;1to2_0;28.19;28.19;39.00
578.00;1to2_1;28.50;28.50;29.00
579.00;1to2_0;28.19;28.19;40.00
579.00;1to2_1;28.50;28.50;30.00
580.00;1to2_0;28.19;28.19;41.00
580.00;1to2_1;28.50;28.50;31.00
581.00;1to2_0;28.19;28.19;42.00
581.00;1to2_1;28.50;28.50;32.00
582.00;1to2_0;28.19;28.19;43.00
582.00;1to2_1;28.50;28.50;33.00
583.00;1to2_0;35.69;35.69;44.00
583.00;1to2_1;28.50;28.50;34.00
584.00;1to2_0;35.69;43.23;45.00
584.00;1to2_1;28.50;36.79;35.00
585.00;1to2_0;43.21;43.21;35.00
585.00;1to2_1;28.50;36.23;34.00
586.00;1to2_0;43.19;43.19;26.00
586.00;1to2_1;28.50;43.87;29.00
587.00;1to2_0;43.19;43.19;11.00
587.00;1to2_1;36.03;52.13;10.00
588.00;1to2_0;43.19;43.19;6.00
588.00;1to2_1;43.53;51.30;2.00
589.00;1to2_0;43.19;50.83;5.00
589.00;1to2_1;43.52;51.12;2.00
590.00;1to2_0;50.76;58.68;1.00
590.00;1to2_1;51.04;58.89;1.00
591.00;1to2_0;0.00;58.27;0.00
591.00;1to2_1;0.00;58.68;0.00
592.00;1to2_0;0.00;58.13;0.00
592.00;1to2_1;0.00;58.45;0.00
593.00;1to2_0;0.00;57.24;0.00
593.00;1to2_1;0.00;57.20;0.00
594.00;;;;
595.00;;;;
596.00;;;;
597.00;;;;
598.00;;;;
599.00;;;;
600.00;;;;
601.00;;;;
602.00;;;;
603.00;;;;
604.00;;;;
605.00;;;;
606.00;;;;
607.00;;;;
608.00;;;;
609.00;;;;
610.00;;;;
611.00;;;;
612.00;;;;
613.00;;;;
614.00;;;;
615.00;;;;
616.00;;;;
617.00;;;;
618.00;;;;
619.00;;;;
620.00;;;;
621.00;;;;
622.00;;;;
623.00;;;;
624.00;;;;
625.00;;;;
626.00;;;;
627.00;;;;
628.00;;;;
629.00;1to2_0;0.00;6.02;0.00
630.00;1to2_0;6.01;6.01;1.00
631.00;1to2_0;6.00;6.00;2.00
632.00;1to2_0;6.00;6.00;3.00
633.00;1to2_0;6.00;6.00;4.00
634.00;1to2_0;6.00;6.00;5.00
635.00;1to2_0;6.00;6.00;6.00
636.00;1to2_0;6.00;6.00;7.00
637.00;1to2_0;6.00;6.00;8.00
638.00;1to2_0;6.00;6.00;9.00
639.00;1to2_0;6.00;6.00;10.00
640.00;1to2_0;6.00;6.00;11.00
641.00;1to2_0;6.00;6.00;12.00
642.00;1to2_0;6.00;13.51;13.00
643.00;1to2_0;13.51;21.15;14.00
643.00;1to2_1;0.00;6.12;0.00
644.00;1to2_0;13.50;21.01;15.00
644.00;1to2_1;6.05;6.05;1.00
645.00;1to2_0;21.01;21.01;16.00
645.00;1to2_1;6.02;13.76;2.00
646.00;1to2_0;21.00;21.00;17.00
646.00;1to2_1;6.01;13.53;3.00
647.00;1to2_0;21.00;21.00;18.00
647.00;1to2_1;13.52;13.52;4.00
648.00;1to2_0;21.00;21.00;19.00
648.00;1to2_1;13.51;13.51;5.00
649.00;1to2_0;21.00;21.00;20.00
649.00;1to2_1;13.50;21.08;6.00
650.00;1to2_0;21.00;21.00;21.00
650.00;1to2_1;21.01;21.01;7.00
651.00;1to2_0;21.00;21.00;22.00
651.00;1to2_1;21.01;21.01;8.00
652.00;1to2_0;21.00;21.00;23.00
652.00;1to2_1;21.00;21.00;9.00
653.00;1to2_0;21.00;21.00;24.00
653.00;1to2_1;21.00;21.00;10.00
654.00;1to2_0;21.00;21.00;25.00
654.00;1to2_1;21.00;21.00;11.00
655.00;1to2_0;21.00;21.00;26.00
655.00;1to2_1;21.00;21.00;12.00
656.00;1to2_0;21.00;21.00;27.00
656.00;1to2_1;21.00;21.00;13.00
657.00;1to2_0;21.00;21.00;28.00
657.00;1to2_1;21.00;21.00;14.00
658.00;1to2_0;21.00;21.00;29.00
658.00;1to2_1;21.00;21.00;15.00
659.00;1to2_0;21.00;21.00;30.00
659.00;1to2_1;21.00;21.00;16.00
660.00;1to2_0;21.00;21.00;31.00
660.00;1to2_1;21.00;21.00;17.00
661.00;1to2_0;21.00;21.00;32.00
661.00;1to2_1;21.00;21.00;18.00
662.00;1to2_0;21.00;21.00;33.00
662.00;1to2_1;21.00;21.00;19.00
663.00;1to2_0;21.00;21.00;34.00
663.00;1to2_1;21.00;21.00;20.00
664.00;1to2_0;21.00;21.00;35.00
664.00;1to2_1;21.00;21.00;21.00
665.00;1to2_0;21.00;21.00;36.00
665.00;1to2_1;21.00;21.00;22.00
666.00;1to2_0;21.00;21.00;37.00
666.00;1to2_1;21.00;21.00;23.00
667.00;1to2_0;21.00;21.00;38.00
667.00;1to2_1;21.00;21.00;24.00
668.00;1to2_0;21.00;21.00;39.00
668.00;1to2_1;21.00;21.00;25.00
669.00;1to2_0;21.00;21.00;40.00
669.00;1to2_1;21.00;21.00;26.00
670.00;1to2_0;21.00;21.00;41.00
670.00;1to2_1;21.00;21.00;27.00
671.00;1to2_0;21.00;21.00;42.00
671.00;1to2_1;21.00;21.00;28.00
672.00;1to2_0;21.00;21.00;43.00
672.00;1to2_1;21.00;21.00;29.00
673.00;1to2_0;21.00;28.50;44.00
673.00;1to2_1;21.00;21.00;30.00
674.00;1to2_0;28.50;28.50;45.00
674.00;1to2_1;21.00;28.50;31.00
675.00;1to2_0;36.05;36.05;33.00
675.00;1to2_1;28.50;28.50;29.00
676.00;1to2_0;36.01;43.94;32.00
676.00;1to2_1;36.01;36.01;27.00
677.00;1to2_0;36.01;51.69;4.00
677.00;1to2_1;36.01;36.01;3.00
678.00;1to2_0;43.51;51.27;4.00
678.00;1to2_1;36.01;36.01;3.00
679.00;1to2_0;43.51;51.01;2.00
679.00;1to2_1;0.00;35.54;0.00
680.00;1to2_0;51.01;58.60;1.00
680.00;1to2_1;0.00;43.20;0.00
681.00;1to2_0;58.53;58.53;1.00
681.00;1to2_1;0.00;50.87;0.00
682.00;1to2_0;0.00;58.39;0.00
682.00;1to2_1;0.00;49.51;0.00
683.00;;;;
684.00;;;;
685.00;;;;
686.00;;;;
687.00;;;;
688.00;;;;
689.00;;;;
690.00;;;;
691.00;;;;
692.00;;;;
693.00;;;;
694.00;;;;
695.00;;;;
696.00;;;;
697.00;;;;
698.00;;;;
699.00;;;;
700.00;;;;
701.00;;;;
702.00;;;;
703.00;;;;
704.00;;;;
705.00;;;;
706.00;;;;
707.00;;;;
708.00;;;;
709.00;;;;
710.00;;;;
711.00;;;;
712.00;;;;
713.00;;;;
714.00;;;;
715.00;;;;
716.00;;;;
717.00;;;;
718.00;;;;
719.00;;;;
720.00;;;;
721.00;;;;
722.00;;;;
723.00;;;;
724.00;;;;
725.00;;;;
726.00;;;;
727.00;;;;
728.00;;;;
729.00;;;;
730.00;1to2_0;0.00;6.19;0.00
731.00;1to2_0;0.00;6.03;0.00
732.00;1to2_0;6.01;6.01;1.00
733.00;1to2_0;6.00;6.00;2.00
734.00;1to2_0;6.00;6.00;3.00
735.00;1to2_0;6.00;6.00;4.00
736.00;1to2_0;6.00;6.00;5.00
737.00;1to2_0;13.51;13.51;6.00
737.00;1to2_1;0.00;6.47;0.00
738.00;1to2_0;13.50;13.50;7.00
738.00;1to2_1;0.00;6.03;0.00
739.00;1to2_0;13.50;13.50;8.00
739.00;1to2_1;6.01;6.01;1.00
740.00;1to2_0;13.50;13.50;9.00
740.00;1to2_1;6.00;6.00;2.00
741.00;1to2_0;13.50;13.50;10.00
741.00;1to2_1;6.00;6.00;3.00
742.00;1to2_0;13.50;13.50;11.00
742.00;1to2_1;6.00;6.00;4.00
743.00;1to2_0;13.50;13.50;12.00
743.00;1to2_1;6.00;6.00;5.00
744.00;1to2_0;13.50;13.50;13.00
744.00;1to2_1;6.00;13.50;6.00
745.00;1to2_0;13.50;13.50;14.00
745.00;1to2_1;13.50;13.50;7.00
746.00;1to2_0;13.50;13.50;15.00
746.00;1to2_1;13.50;13.50;8.00
747.00;1to2_0;13.50;13.50;16.00
747.00;1to2_1;21.00;21.00;9.00
748.00;1to2_0;13.50;13.50;17.00
748.00;1to2_1;21.00;21.00;10.00
749.00;1to2_0;13.50;13.50;18.00
749.00;1to2_1;21.00;21.00;11.00
750.00;1to2_0;13.50;13.50;19.00
750.00;1to2_1;21.00;21.00;12.00
751.00;1to2_0;13.50;13.50;20.00
751.00;1to2_1;21.00;21.00;13.00
752.00;1to2_0;13.50;13.50;21.00
752.00;1to2_1;21.00;21.00;14.00
753.00;1to2_0;13.50;13.50;22.00
753.00;1to2_1;21.00;21.00;15.00
754.00;1to2_0;13.50;13.50;23.00
754.00;1to2_1;21.00;21.00;16.00
755.00;1to2_0;13.50;13.50;24.00
755.00;1to2_1;21.00;21.00;17.00
756.00;1to2_0;13.50;13.50;25.00
756.00;1to2_1;21.00;21.00;18.00
757.00;1to2_0;13.50;13.50;26.00
757.00;1to2_1;21.00;21.00;19.00
758.00;1to2_0;13.50;13.50;27.00
758.00;1to2_1;21.00;21.00;20.00
759.00;1to2_0;13.50;13.50;28.00
759.00;1to2_1;21.00;21.00;21.00
760.00;1to2_0;13.50;13.50;29.00
760.00;1to2_1;21.00;21.00;22.00
761.00;1to2_0;21.00;21.00;30.00
761.00;1to2_1;21.00;21.00;23.00
762.00;1to2_0;21.00;28.50;31.00
762.00;1to2_1;21.00;21.00;24.00
763.00;1to2_0;28.50;28.50;32.00
763.00;1to2_1;21.00;21.00;25.00
764.00;1to2_0;28.50;36.15;33.00
764.00;1to2_1;21.00;28.90;26.00
765.00;1to2_0;36.06;43.90;29.00
765.00;1to2_1;21.00;28.59;21.00
766.00;1to2_0;36.01;43.70;6.00
766.00;1to2_1;28.51;36.18;20.00
767.00;1to2_0;36.01;43.58;5.00
767.00;1to2_1;28.51;44.04;2.00
768.00;1to2_0;43.51;43.51;4.00
768.00;1to2_1;36.01;43.59;1.00
769.00;1to2_0;43.51;43.51;2.00
769.00;1to2_1;43.51;43.51;1.00
770.00;1to2_0;0.00;43.06;0.00
770.00;1to2_1;0.00;43.24;0.00
771.00;1to2_0;0.00;51.08;0.00
772.00;1to2_0;0.00;49.76;0.00
773.00;;;;
774.00;;;;
775.00;;;;
776.00;;;;
777.00;;;;
778.00;;;;
779.00;;;;
780.00;;;;
781.00;;;;
782.00;;;;
783.00;;;;
784.00;;;;
785.00;;;;
786.00;;;;
787.00;;;;
788.00;;;;
789.00;;;;
790.00;;;;
791.00;;;;
792.00;;;;
793.00;;;;
794.00;;;;
795.00;;;;
796.00;;;;
797.00;;;;
798.00;;;;
799.00;;;;
800.00;;;;
801.00;;;;
802.00;;;;
803.00;;;;
804.00;;;;
805.00;;;;
806.00;;;;
807.00;;;;
808.00;;;;
809.00;;;;
810.00;1to2_0;0.00;6.18;0.00
811.00;1to2_0;0.00;6.02;0.00
812.00;1to2_0;6.01;6.01;1.00
813.00;1to2_0;6.00;6.00;2.00
814.00;1to2_0;6.00;6.00;3.00
815.00;1to2_0;6.00;6.00;4.00
816.00;1to2_0;6.00;6.00;5.00
817.00;1to2_0;6.00;6.00;6.00
818.00;1to2_0;6.00;6.00;7.00
819.00;1to2_0;6.00;6.00;8.00
820.00;1to2_0;6.00;6.00;9.00
821.00;1to2_0;6.00;6.00;10.00
822.00;1to2_0;6.00;6.00;11.00
822.00;1to2_1;0.00;6.14;0.00
823.00;1to2_0;6.00;6.00;12.00
823.00;1to2_1;6.05;13.93;1.00
824.00;1to2_0;6.00;14.01;13.00
824.00;1to2_1;6.01;13.61;2.00
825.00;1to2_0;6.00;13.67;14.00
825.00;1to2_1;13.51;21.81;3.00
826.00;1to2_0;6.00;21.22;15.00
826.00;1to2_1;13.51;21.41;4.00
827.00;1to2_0;13.51;21.07;16.00
827.00;1to2_1;13.50;29.11;5.00
828.00;1to2_0;21.03;21.03;17.00
828.00;1to2_1;21.07;28.72;6.00
829.00;1to2_0;21.01;21.01;18.00
829.00;1to2_1;21.02;28.57;7.00
830.00;1to2_0;21.01;21.01;19.00
830.00;1to2_1;28.54;28.54;8.00
831.00;1to2_0;21.00;21.00;20.00
831.00;1to2_1;28.52;28.52;9.00
832.00;1to2_0;21.00;21.00;21.00
832.00;1to2_1;28.51;28.51;10.00
833.00;1to2_0;21.00;21.00;22.00
833.00;1to2_1;28.51;28.51;11.00
834.00;1to2_0;21.00;21.00;23.00
834.00;1to2_1;28.50;28.50;12.00
835.00;1to2_0;21.00;21.00;24.00
835.00;1to2_1;28.50;28.50;13.00
836.00;1to2_0;21.00;21.00;25.00
836.00;1to2_1;28.50;28.50;14.00
837.00;1to2_0;21.00;21.00;26.00
837.00;1to2_1;28.50;28.50;15.00
838.00;1to2_0;21.00;21.00;27.00
838.00;1to2_1;28.50;28.50;16.00
839.00;1to2_0;21.00;21.00;28.00
839.00;1to2_1;28.50;28.50;17.00
840.00;1to2_0;21.00;21.00;29.00
840.00;1to2_1;28.50;28.50;18.00
841.00;1to2_0;21.00;21.00;30.00
841.00;1to2_1;28.50;28.50;19.00
842.00;1to2_0;21.00;21.00;31.00
842.00;1to2_1;28.50;28.50;20.00
843.00;1to2_0;21.00;21.00;32.00
843.00;1to2_1;28.50;28.50;21.00
844.00;1to2_0;28.50;28.50;33.00
844.00;1to2_1;28.50;28.50;22.00
845.00;1to2_0;28.50;28.50;34.00
845.00;1to2_1;28.50;36.01;23.00
846.00;1to2_0;28.50;28.50;35.00
846.00;1to2_1;36.01;36.01;24.00
847.00;1to2_0;28.50;28.50;36.00
847.00;1to2_1;36.01;36.01;25.00
848.00;1to2_0;28.50;28.50;37.00
848.00;1to2_1;36.01;36.01;26.00
849.00;1to2_0;36.01;36.01;38.00
849.00;1to2_1;36.01;36.01;27.00
850.00;1to2_0;36.01;36.01;39.00
850.00;1to2_1;36.01;36.01;28.00
851.00;1to2_0;36.01;36.01;40.00
851.00;1to2_1;36.01;36.01;29.00
852.00;1to2_0;36.01;36.01;41.00
852.00;1to2_1;36.01;36.01;30.00
853.00;1to2_0;43.51;43.51;42.00
853.00;1to2_1;43.51;43.51;31.00
854.00;1to2_0;43.51;51.02;43.00
854.00;1to2_1;43.51;51.04;32.00
855.00;1to2_0;51.01;58.68;29.00
855.00;1to2_1;51.02;51.02;31.00
856.00;1to2_0;51.01;58.55;29.00
856.00;1to2_1;51.01;51.01;29.00
857.00;1to2_0;58.51;58.51;14.00
857.00;1to2_1;51.01;51.01;28.00
858.00;1to2_0;58.51;58.51;10.00
858.00;1to2_1;51.01;51.01;13.00
859.00;1to2_0;58.51;66.18;7.00
859.00;1to2_1;51.01;58.56;7.00
860.00;1to2_0;58.51;66.03;6.00
860.00;1to2_1;58.52;58.52;6.00
861.00;1to2_0;66.01;66.01;5.00
861.00;1to2_1;58.51;58.51;2.00
862.00;1to2_0;66.01;66.01;2.00
862.00;1to2_1;0.00;58.38;0.00
863.00;1to2_0;0.00;65.87;0.00
863.00;1to2_1;0.00;57.73;0.00
864.00;;;;
865.00;;;;
866.00;;;;
867.00;;;;
868.00;;;;
869.00;;;;
870.00;;;;
871.00;;;;
872.00;;;;
873.00;;;;
874.00;;;;
875.00;;;;
876.00;;;;
877.00;;;;
878.00;;;;
879.00;;;;
880.00;;;;
881.00;;;;
882.00;;;;
883.00;;;;
884.00;;;;
885.00;;;;
886.00;;;;
887.00;;;;
888.00;;;;
889.00;;;;
890.00;;;;
891.00;;;;
892.00;;;;
893.00;;;;
894.00;;;;
895.00;;;;
896.00;;;;
897.00;;;;
898.00;;;;
899.00;;;;
900.00;;;;
901.00;1to2_0;0.00;6.48;0.00
902.00;1to2_0;0.00;6.19;0.00
903.00;1to2_0;6.10;6.10;1.00
904.00;1to2_0;6.00;6.00;2.00
904.00;1to2_1;0.00;6.32;0.00
905.00;1to2_0;6.00;6.00;3.00
905.00;1to2_1;0.00;6.12;0.00
906.00;1to2_0;6.00;6.00;4.00
906.00;1to2_1;6.02;6.02;1.00
907.00;1to2_0;6.00;13.54;5.00
907.00;1to2_1;13.57;13.57;2.00
908.00;1to2_0;13.51;13.51;6.00
908.00;1to2_1;13.53;13.53;3.00
909.00;1to2_0;13.50;13.50;7.00
909.00;1to2_1;13.50;13.50;4.00
910.00;1to2_0;13.50;13.50;8.00
910.00;1to2_1;13.50;13.50;5.00
911.00;1to2_0;13.50;13.50;9.00
911.00;1to2_1;13.50;13.50;6.00
912.00;1to2_0;13.50;13.50;10.00
912.00;1to2_1;13.50;13.50;7.00
913.00;1to2_0;13.50;21.07;11.00
913.00;1to2_1;13.50;21.32;8.00
914.00;1to2_0;21.03;21.03;12.00
914.00;1to2_1;13.50;21.03;9.00
915.00;1to2_0;21.01;21.01;13.00
915.00;1to2_1;21.00;21.00;10.00
916.00;1to2_0;21.01;21.01;14.00
916.00;1to2_1;21.00;21.00;11.00
917.00;1to2_0;21.00;21.00;15.00
917.00;1to2_1;21.00;21.00;12.00
918.00;1to2_0;21.00;21.00;16.00
918.00;1to2_1;21.00;21.00;13.00
919.00;1to2_0;21.00;21.00;17.00
919.00;1to2_1;21.00;21.00;14.00
920.00;1to2_0;21.00;21.00;18.00
920.00;1to2_1;21.00;21.00;15.00
921.00;1to2_0;21.00;21.00;19.00
921.00;1to2_1;21.00;21.00;16.00
922.00;1to2_0;21.00;21.00;20.00
922.00;1to2_1;21.00;21.00;17.00
923.00;1to2_0;21.00;21.00;21.00
923.00;1to2_1;21.00;21.00;18.00
924.00;1to2_0;21.00;21.00;22.00
924.00;1to2_1;21.00;21.00;19.00
925.00;1to2_0;21.00;21.00;23.00
925.00;1to2_1;21.00;21.00;20.00
926.00;1to2_0;21.00;21.00;24.00
926.00;1to2_1;21.00;21.00;21.00
927.00;1to2_0;21.00;21.00;25.00
927.00;1to2_1;21.00;21.00;22.00
928.00;1to2_0;21.00;21.00;26.00
928.00;1to2_1;21.00;21.00;23.00
929.00;1to2_0;21.00;21.00;27.00
929.00;1to2_1;21.00;21.00;24.00
930.00;1to2_0;21.00;21.00;28.00
930.00;1to2_1;21.00;21.00;25.00
931.00;1to2_0;21.00;21.00;29.00
931.00;1to2_1;21.00;21.00;26.00
932.00;1to2_0;21.00;21.00;30.00
932.00;1to2_1;21.00;21.00;27.00
933.00;1to2_0;21.00;21.00;31.00
933.00;1to2_1;21.00;21.00;28.00
934.00;1to2_0;28.50;28.50;32.00
934.00;1to2_1;21.00;21.00;29.00
935.00;1to2_0;28.50;28.50;33.00
935.00;1to2_1;21.00;21.00;30.00
936.00;1to2_0;28.50;28.50;34.00
936.00;1to2_1;21.00;21.00;31.00
937.00;1to2_0;28.50;28.50;35.00
937.00;1to2_1;21.00;21.00;32.00
938.00;1to2_0;28.50;28.50;36.00
938.00;1to2_1;21.00;21.00;33.00
939.00;1to2_0;28.50;28.50;37.00
939.00;1to2_1;21.00;21.00;34.00
940.00;1to2_0;28.50;28.50;38.00
940.00;1to2_1;21.00;21.00;35.00
941.00;1to2_0;28.50;28.50;39.00
941.00;1to2_1;21.00;21.00;36.00
942.00;1to2_0;28.50;28.50;40.00
942.00;1to2_1;21.00;21.00;37.00
943.00;1to2_0;36.01;36.01;41.00
943.00;1to2_1;21.00;21.00;38.00
944.00;1to2_0;36.01;36.01;42.00
944.00;1to2_1;21.00;28.50;39.00
945.00;1to2_0;36.01;36.01;38.00
945.00;1to2_1;28.50;36.11;39.00
946.00;1to2_0;36.01;43.66;33.00
946.00;1to2_1;36.06;36.06;32.00
947.00;1to2_0;36.01;43.53;14.00
947.00;1to2_1;36.01;43.73;3.00
948.00;1to2_0;43.51;43.51;6.00
948.00;1to2_1;36.01;43.58;3.00
949.00;1to2_0;43.51;51.17;2.00
949.00;1to2_1;43.53;43.53;1.00
950.00;1to2_0;51.07;51.07;1.00
950.00;1to2_1;0.00;43.11;0.00
951.00;1to2_0;0.00;50.73;0.00
951.00;1to2_1;0.00;41.97;0.00
952.00;1to2_0;0.00;49.55;0.00
952.00;1to2_1;0.00;49.81;0.00
953.00;;;;
954.00;;;;
955.00;;;;
956.00;;;;
957.00;;;;
958.00;;;;
959.00;;;;
960.00;;;;
961.00;;;;
962.00;;;;
963.00;;;;
964.00;;;;
965.00;;;;
966.00;;;;
967.00;;;;
968.00;;;;
969.00;;;;
970.00;;;;
971.00;;;;
972.00;;;;
973.00;;;;
974.00;;;;
975.00;;;;
976.00;;;;
977.00;;;;
978.00;;;;
979.00;;;;
980.00;;;;
981.00;;;;
982.00;;;;
983.00;;;;
984.00;;;;
985.00;;;;
986.00;;;;
987.00;;;;
988.00;;;;
989.00;;;;
990.00;;;;
991.00;;;;
992.00;;;;
993.00;;;;
994.00;;;;
995.00;;;;
996.00;;;;
997.00;;;;
998.00;;;;
999.00;;;;
1000.00;;;;
1001.00;1to2_0;0.00;6.35;0.00
1001.00;1to2_1;0.00;6.09;0.00
1002.00;1to2_0;0.00;6.12;0.00
1002.00;1to2_1;6.03;6.03;1.00
1003.00;1to2_0;6.03;6.03;1.00
1003.00;1to2_1;6.01;6.01;2.00
1004.00;1to2_0;6.01;6.01;2.00
1004.00;1to2_1;6.00;13.71;3.00
1005.00;1to2_0;6.00;6.00;3.00
1005.00;1to2_1;6.00;13.52;4.00
1006.00;1to2_0;6.00;6.00;4.00
1006.00;1to2_1;13.51;13.51;5.00
1007.00;1to2_0;6.00;6.00;5.00
1007.00;1to2_1;13.50;13.50;6.00
1008.00;1to2_0;6.00;6.00;6.00
1008.00;1to2_1;13.50;21.17;7.00
1009.00;1to2_0;6.00;6.00;7.00
1009.00;1to2_1;21.07;21.07;8.00
1010.00;1to2_0;6.00;6.00;8.00
1010.00;1to2_1;21.03;21.03;9.00
1011.00;1to2_0;6.00;13.73;9.00
1011.00;1to2_1;21.01;21.01;10.00
1012.00;1to2_0;6.00;13.50;10.00
1012.00;1to2_1;21.00;21.00;11.00
1013.00;1to2_0;13.50;13.50;11.00
1013.00;1to2_1;21.00;21.00;12.00
1014.00;1to2_0;13.50;13.50;12.00
1014.00;1to2_1;21.00;21.00;13.00
1015.00;1to2_0;13.50;13.50;13.00
1015.00;1to2_1;21.00;21.00;14.00
1016.00;1to2_0;13.50;13.50;14.00
1016.00;1to2_1;21.00;21.00;15.00
1017.00;1to2_0;13.50;13.50;15.00
1017.00;1to2_1;21.00;21.00;16.00
1018.00;1to2_0;13.50;13.50;16.00
1018.00;1to2_1;21.00;21.00;17.00
1019.00;1to2_0;13.50;13.50;17.00
1019.00;1to2_1;21.00;21.00;18.00
1020.00;1to2_0;13.50;13.50;18.00
1020.00;1to2_1;21.00;21.00;19.00
1021.00;1to2_0;13.50;13.50;19.00
1021.00;1to2_1;21.00;21.00;20.00
1022.00;1to2_0;13.50;13.50;20.00
1022.00;1to2_1;21.00;21.00;21.00
1023.00;1to2_0;13.50;13.50;21.00
1023.00;1to2_1;21.00;21.00;22.00
1024.00;1to2_0;13.50;13.50;22.00
1024.00;1to2_1;21.00;21.00;23.00
1025.00;1to2_0;13.50;13.50;23.00
1025.00;1to2_1;21.00;21.00;24.00
1026.00;1to2_0;13.50;13.50;24.00
1026.00;1to2_1;21.00;21.00;25.00
1027.00;1to2_0;13.50;13.50;25.00
1027.00;1to2_1;21.00;21.00;26.00
1028.00;1to2_0;13.50;13.50;26.00
1028.00;1to2_1;21.00;21.00;27.00
1029.00;1to2_0;13.50;13.50;27.00
1029.00;1to2_1;21.00;21.00;28.00
1030.00;1to2_0;13.50;13.50;28.00
1030.00;1to2_1;21.00;21.00;29.00
1031.00;1to2_0;21.00;21.00;29.00
1031.00;1to2_1;21.00;21.00;30.00
1032.00;1to2_0;21.00;21.00;30.00
1032.00;1to2_1;21.00;21.00;31.00
1033.00;1to2_0;28.50;28.50;31.00
1033.00;1to2_1;28.50;28.50;32.00
1034.00;1to2_0;28.50;36.45;32.00
1034.00;1to2_1;28.50;36.28;33.00
1035.00;1to2_0;28.50;44.68;23.00
1035.00;1to2_1;28.50;44.56;30.00
1036.00;1to2_0;28.50;43.97;6.00
1036.00;1to2_1;36.02;53.05;28.00
1037.00;1to2_0;36.01;43.65;5.00
1037.00;1to2_1;36.01;52.06;5.00
1038.00;1to2_0;36.01;43.52;2.00
1038.00;1to2_1;43.53;51.43;3.00
1039.00;1to2_0;43.51;43.51;1.00
1039.00;1to2_1;43.52;51.08;2.00
1040.00;1to2_0;0.00;42.76;0.00
1040.00;1to2_1;51.02;51.02;1.00
1041.00;1to2_1;0.00;50.59;0.00
1042.00;1to2_1;0.00;49.28;0.00
1043.00;;;;
1044.00;;;;
1045.00;;;;
1046.00;;;;
1047.00;;;;
1048.00;;;;
1049.00;;;;
1050.00;;;;
1051.00;;;;
1052.00;;;;
1053.00;;;;
1054.00;;;;
1055.00;;;;
1056.00;;;;
1057.00;;;;
1058.00;;;;
1059.00;;;;
1060.00;;;;
1061.00;;;;
1062.00;;;;
1063.00;;;;
1064.00;;;;
1065.00;;;;
1066.00;;;;
1067.00;;;;
1068.00;;;;
1069.00;;;;
1070.00;;;;
1071.00;;;;
1072.00;;;;
1073.00;;;;
1074.00;;;;
1075.00;;;;
1076.00;;;;
1077.00;;;;
1078.00;;;;
1079.00;;;;
1080.00;1to2_0;0.00;6.23;0.00
1081.00;1to2_0;0.00;6.12;0.00
1082.00;1to2_0;6.05;6.05;1.00
1083.00;1to2_0;6.01;6.01;2.00
1084.00;1to2_0;6.00;6.00;3.00
1085.00;1to2_0;6.00;6.00;4.00
1086.00;1to2_0;6.00;6.00;5.00
1087.00;1to2_0;6.00;6.00;6.00
1088.00;1to2_0;6.00;6.00;7.00
1089.00;1to2_0;6.00;6.00;8.00
1090.00;1to2_0;6.00;6.00;9.00
1091.00;1to2_0;6.00;6.00;10.00
1092.00;1to2_0;6.00;6.00;11.00
1092.00;1to2_1;6.01;6.01;1.00
1093.00;1to2_0;6.00;6.00;12.00
1093.00;1to2_1;6.00;6.00;2.00
1094.00;1to2_0;6.00;6.00;13.00
1094.00;1to2_1;6.00;6.00;3.00
1095.00;1to2_0;6.00;6.00;14.00
1095.00;1to2_1;6.00;13.62;4.00
1096.00;1to2_0;6.00;6.00;15.00
1096.00;1to2_1;13.55;21.24;5.00
1097.00;1to2_0;6.00;13.51;16.00
1097.00;1to2_1;13.52;29.02;6.00
