data_timestep;lane_id;lane_queueing_length;lane_queueing_length_experimental;lane_queueing_time
3260.00;1to2_0;28.51;28.51;21.00
3260.00;1to2_1;21.00;21.00;20.00
3261.00;1to2_0;28.51;28.51;22.00
3261.00;1to2_1;21.00;21.00;21.00
3262.00;1to2_0;28.50;28.50;23.00
3262.00;1to2_1;21.00;21.00;22.00
3263.00;1to2_0;28.50;28.50;24.00
3263.00;1to2_1;21.00;21.00;23.00
3264.00;1to2_0;28.50;28.50;25.00
3264.00;1to2_1;21.00;21.00;24.00
3265.00;1to2_0;28.50;28.50;26.00
3265.00;1to2_1;28.50;28.50;25.00
3266.00;1to2_0;28.50;28.50;27.00
3266.00;1to2_1;28.50;28.50;26.00
3267.00;1to2_0;28.50;28.50;28.00
3267.00;1to2_1;28.50;28.50;27.00
3268.00;1to2_0;28.50;28.50;29.00
3268.00;1to2_1;28.50;28.50;28.00
3269.00;1to2_0;28.50;28.50;30.00
3269.00;1to2_1;28.50;28.50;29.00
3270.00;1to2_0;28.50;28.50;31.00
3270.00;1to2_1;28.50;28.50;30.00
3271.00;1to2_0;28.50;28.50;32.00
3271.00;1to2_1;28.50;28.50;31.00
3272.00;1to2_0;28.50;28.50;33.00
3272.00;1to2_1;28.50;28.50;32.00
3273.00;1to2_0;28.50;28.50;34.00
3273.00;1to2_1;28.50;28.50;33.00
3274.00;1to2_0;28.50;28.50;35.00
3274.00;1to2_1;28.50;28.50;34.00
3275.00;1to2_0;28.50;28.50;36.00
3275.00;1to2_1;28.50;28.50;35.00
3276.00;1to2_0;28.50;28.50;37.00
3276.00;1to2_1;28.50;28.50;36.00
3277.00;1to2_0;28.50;28.50;38.00
3277.00;1to2_1;28.50;28.50;37.00
3278.00;1to2_0;28.50;28.50;39.00
3278.00;1to2_1;28.50;28.50;38.00
3279.00;1to2_0;28.50;28.50;40.00
3279.00;1to2_1;28.50;28.50;39.00
3280.00;1to2_0;36.01;36.01;41.00
3280.00;1to2_1;28.50;28.50;40.00
3281.00;1to2_0;43.51;43.51;42.00
3281.00;1to2_1;28.50;28.50;41.00
3282.00;1to2_0;43.51;51.01;43.00
3282.00;1to2_1;28.50;36.01;42.00
3283.00;1to2_0;51.01;51.01;44.00
3283.00;1to2_1;36.01;36.01;43.00
3284.00;1to2_0;51.01;51.01;45.00
3284.00;1to2_1;43.51;43.51;44.00
3285.00;1to2_0;51.01;51.01;44.00
3285.00;1to2_1;43.51;43.51;39.00
3286.00;1to2_0;58.51;58.51;37.00
3286.00;1to2_1;43.51;43.51;35.00
3287.00;1to2_0;58.51;58.51;28.00
3287.00;1to2_1;43.51;51.11;23.00
3288.00;1to2_0;58.51;58.51;9.00
3288.00;1to2_1;51.04;51.04;6.00
3289.00;1to2_0;58.51;58.51;9.00
3289.00;1to2_1;51.01;51.01;6.00
3290.00;1to2_0;58.51;58.51;8.00
3290.00;1to2_1;51.01;51.01;3.00
3291.00;1to2_0;58.51;58.51;6.00
3291.00;1to2_1;0.00;50.81;0.00
3292.00;1to2_0;0.00;58.38;0.00
3292.00;1to2_1;0.00;49.95;0.00
3293.00;1to2_0;0.00;57.39;0.00
3294.00;;;;
3295.00;;;;
3296.00;;;;
3297.00;;;;
3298.00;;;;
3299.00;;;;
3300.00;;;;
3301.00;;;;
3302.00;;;;
3303.00;;;;
3304.00;;;;
3305.00;;;;
3306.00;;;;
3307.00;;;;
3308.00;;;;
3309.00;;;;
3310.00;;;;
3311.00;;;;
3312.00;;;;
3313.00;;;;
3314.00;;;;
3315.00;;;;
3316.00;;;;
3317.00;;;;
3318.00;;;;
3319.00;;;;
3320.00;;;;
3321.00;;;;
3322.00;;;;
3323.00;;;;
3324.00;;;;
3325.00;;;;
3326.00;;;;
3327.00;;;;
3328.00;;;;
3329.00;;;;
3330.00;1to2_0;0.00;6.37;0.00
3331.00;1to2_0;0.00;6.16;0.00
3332.00;1to2_0;6.06;6.06;1.00
3333.00;1to2_0;6.01;6.01;2.00
3334.00;1to2_0;6.00;6.00;3.00
3335.00;1to2_0;6.00;6.00;4.00
3336.00;1to2_0;6.00;6.00;5.00
3337.00;1to2_0;6.00;6.00;6.00
3337.00;1to2_1;0.00;6.03;0.00
3338.00;1to2_0;6.00;6.00;7.00
3338.00;1to2_1;6.01;6.01;1.00
3339.00;1to2_0;6.00;6.00;8.00
3339.00;1to2_1;6.00;6.00;2.00
3340.00;1to2_0;6.00;13.66;9.00
3340.00;1to2_1;6.00;6.00;3.00
3341.00;1to2_0;6.00;13.55;10.00
3341.00;1to2_1;6.00;6.00;4.00
3342.00;1to2_0;13.51;13.51;11.00
3342.00;1to2_1;6.00;6.00;5.00
3343.00;1to2_0;13.50;13.50;12.00
3343.00;1to2_1;6.00;6.00;6.00
3344.00;1to2_0;13.50;13.50;13.00
3344.00;1to2_1;6.00;6.00;7.00
3345.00;1to2_0;13.50;13.50;14.00
3345.00;1to2_1;6.00;6.00;8.00
3346.00;1to2_0;13.50;13.50;15.00
3346.00;1to2_1;6.00;6.00;9.00
3347.00;1to2_0;13.50;13.50;16.00
3347.00;1to2_1;6.00;6.00;10.00
3348.00;1to2_0;13.50;13.50;17.00
3348.00;1to2_1;6.00;6.00;11.00
3349.00;1to2_0;13.50;21.15;18.00
3349.00;1to2_1;6.00;13.95;12.00
3350.00;1to2_0;13.50;21.04;19.00
3350.00;1to2_1;6.00;13.64;13.00
3351.00;1to2_0;21.01;21.01;20.00
3351.00;1to2_1;13.55;13.55;14.00
3352.00;1to2_0;21.01;21.01;21.00
3352.00;1to2_1;13.51;13.51;15.00
3353.00;1to2_0;21.00;21.00;22.00
3353.00;1to2_1;13.50;13.50;16.00
3354.00;1to2_0;21.00;21.00;23.00
3354.00;1to2_1;13.50;13.50;17.00
3355.00;1to2_0;21.00;21.00;24.00
3355.00;1to2_1;21.00;21.00;18.00
3356.00;1to2_0;21.00;21.00;25.00
3356.00;1to2_1;21.00;21.00;19.00
3357.00;1to2_0;21.00;21.00;26.00
3357.00;1to2_1;21.00;21.00;20.00
3358.00;1to2_0;21.00;21.00;27.00
3358.00;1to2_1;21.00;21.00;21.00
3359.00;1to2_0;21.00;21.00;28.00
3359.00;1to2_1;21.00;21.00;22.00
3360.00;1to2_0;21.00;21.00;29.00
3360.00;1to2_1;21.00;21.00;23.00
3361.00;1to2_0;21.00;21.00;30.00
3361.00;1to2_1;21.00;21.00;24.00
3362.00;1to2_0;21.00;21.00;31.00
3362.00;1to2_1;21.00;21.00;25.00
3363.00;1to2_0;21.00;21.00;32.00
3363.00;1to2_1;21.00;21.00;26.00
3364.00;1to2_0;21.00;21.00;33.00
3364.00;1to2_1;21.00;21.00;27.00
3365.00;1to2_0;21.00;21.00;34.00
3365.00;1to2_1;21.00;21.00;28.00
3366.00;1to2_0;21.00;28.50;35.00
3366.00;1to2_1;21.00;21.00;29.00
3367.00;1to2_0;28.50;28.50;36.00
3367.00;1to2_1;21.00;21.00;30.00
3368.00;1to2_0;28.50;28.50;37.00
3368.00;1to2_1;21.00;21.00;31.00
3369.00;1to2_0;28.50;28.50;38.00
3369.00;1to2_1;21.00;21.00;32.00
3370.00;1to2_0;28.50;28.50;39.00
3370.00;1to2_1;21.00;21.00;33.00
3371.00;1to2_0;28.50;28.50;40.00
3371.00;1to2_1;21.00;21.00;34.00
3372.00;1to2_0;28.50;28.50;41.00
3372.00;1to2_1;21.00;28.50;35.00
3373.00;1to2_0;28.50;36.01;42.00
3373.00;1to2_1;28.50;28.50;36.00
3374.00;1to2_0;36.01;36.01;43.00
3374.00;1to2_1;36.01;36.01;37.00
3375.00;1to2_0;36.01;43.56;34.00
3375.00;1to2_1;36.01;36.01;25.00
3376.00;1to2_0;43.51;43.51;26.00
3376.00;1to2_1;36.01;36.01;22.00
3377.00;1to2_0;43.51;43.51;11.00
3377.00;1to2_1;36.01;36.01;5.00
3378.00;1to2_0;43.51;43.51;5.00
3378.00;1to2_1;36.01;36.01;5.00
3379.00;1to2_0;43.51;43.51;4.00
3379.00;1to2_1;0.00;35.76;0.00
3380.00;1to2_0;0.00;51.49;0.00
3380.00;1to2_1;0.00;43.29;0.00
3381.00;1to2_0;0.00;50.92;0.00
3381.00;1to2_1;0.00;51.09;0.00
3382.00;1to2_0;0.00;50.05;0.00
3382.00;1to2_1;0.00;49.83;0.00
3383.00;;;;
3384.00;;;;
3385.00;;;;
3386.00;;;;
3387.00;;;;
3388.00;;;;
3389.00;;;;
3390.00;;;;
3391.00;;;;
3392.00;;;;
3393.00;;;;
3394.00;;;;
3395.00;;;;
3396.00;;;;
3397.00;;;;
3398.00;;;;
3399.00;;;;
3400.00;;;;
3401.00;;;;
3402.00;;;;
3403.00;;;;
3404.00;;;;
3405.00;;;;
3406.00;;;;
3407.00;;;;
3408.00;;;;
3409.00;;;;
3410.00;;;;
3411.00;;;;
3412.00;;;;
3413.00;;;;
3414.00;;;;
3415.00;;;;
3416.00;;;;
3417.00;;;;
3418.00;;;;
3419.00;;;;
3420.00;;;;
3421.00;;;;
3422.00;;;;
3423.00;;;;
3424.00;;;;
3425.00;;;;
3426.00;1to2_0;0.00;6.27;0.00
3427.00;1to2_0;0.00;6.11;0.00
3428.00;1to2_0;6.05;6.05;1.00
3429.00;1to2_0;6.02;6.02;2.00
3430.00;1to2_0;6.01;6.01;3.00
3431.00;1to2_0;6.00;6.00;4.00
3432.00;1to2_0;6.00;6.00;5.00
3433.00;1to2_0;6.00;6.00;6.00
3434.00;1to2_0;6.00;6.00;7.00
3435.00;1to2_0;6.00;6.00;8.00
3435.00;1to2_1;0.00;6.63;0.00
3436.00;1to2_0;6.00;6.00;9.00
3436.00;1to2_1;0.00;6.02;0.00
3437.00;1to2_0;6.00;6.00;10.00
3437.00;1to2_1;6.00;14.10;1.00
3438.00;1to2_0;6.00;6.00;11.00
3438.00;1to2_1;6.00;13.63;2.00
3439.00;1to2_0;6.00;6.00;12.00
3439.00;1to2_1;13.56;21.39;3.00
3440.00;1to2_0;6.00;13.56;13.00
3440.00;1to2_1;13.52;21.08;4.00
3441.00;1to2_0;13.51;13.51;14.00
3441.00;1to2_1;21.04;21.04;5.00
3442.00;1to2_0;13.50;13.50;15.00
3442.00;1to2_1;21.01;21.01;6.00
3443.00;1to2_0;13.50;13.50;16.00
3443.00;1to2_1;21.01;21.01;7.00
3444.00;1to2_0;13.50;21.00;17.00
3444.00;1to2_1;21.00;21.00;8.00
3445.00;1to2_0;21.00;21.00;18.00
3445.00;1to2_1;21.00;21.00;9.00
3446.00;1to2_0;21.00;21.00;19.00
3446.00;1to2_1;21.00;21.00;10.00
3447.00;1to2_0;21.00;21.00;20.00
3447.00;1to2_1;21.00;21.00;11.00
3448.00;1to2_0;21.00;21.00;21.00
3448.00;1to2_1;21.00;21.00;12.00
3449.00;1to2_0;21.00;21.00;22.00
3449.00;1to2_1;21.00;21.00;13.00
3450.00;1to2_0;21.00;21.00;23.00
3450.00;1to2_1;21.00;21.00;14.00
3451.00;1to2_0;21.00;21.00;24.00
3451.00;1to2_1;21.00;21.00;15.00
3452.00;1to2_0;21.00;21.00;25.00
3452.00;1to2_1;21.00;21.00;16.00
3453.00;1to2_0;21.00;21.00;26.00
3453.00;1to2_1;21.00;21.00;17.00
3454.00;1to2_0;21.00;21.00;27.00
3454.00;1to2_1;21.00;21.00;18.00
3455.00;1to2_0;21.00;21.00;28.00
3455.00;1to2_1;21.00;21.00;19.00
3456.00;1to2_0;21.00;21.00;29.00
3456.00;1to2_1;21.00;21.00;20.00
3457.00;1to2_0;21.00;21.00;30.00
3457.00;1to2_1;21.00;21.00;21.00
3458.00;1to2_0;21.00;21.00;31.00
3458.00;1to2_1;21.00;21.00;22.00
3459.00;1to2_0;21.00;21.00;32.00
3459.00;1to2_1;21.00;21.00;23.00
3460.00;1to2_0;21.00;21.00;33.00
3460.00;1to2_1;21.00;21.00;24.00
3461.00;1to2_0;21.00;21.00;34.00
3461.00;1to2_1;21.00;21.00;25.00
3462.00;1to2_0;21.00;21.00;35.00
3462.00;1to2_1;21.00;21.00;26.00
3463.00;1to2_0;21.00;21.00;36.00
3463.00;1to2_1;21.00;21.00;27.00
3464.00;1to2_0;21.00;28.56;37.00
3464.00;1to2_1;21.00;21.00;28.00
3465.00;1to2_0;28.53;28.53;25.00
3465.00;1to2_1;21.00;28.60;27.00
3466.00;1to2_0;36.04;36.04;22.00
3466.00;1to2_1;28.54;36.22;26.00
3467.00;1to2_0;36.02;43.58;3.00
3467.00;1to2_1;36.12;44.14;2.00
3468.00;1to2_0;43.53;51.10;3.00
3468.00;1to2_1;36.03;43.86;2.00
3469.00;1to2_0;51.04;51.04;2.00
3469.00;1to2_1;0.00;51.84;0.00
3470.00;1to2_0;51.03;51.03;2.00
3470.00;1to2_1;0.00;51.40;0.00
3471.00;1to2_0;0.00;50.75;0.00
3471.00;1to2_1;0.00;51.05;0.00
3472.00;1to2_0;0.00;49.37;0.00
3473.00;;;;
3474.00;;;;
3475.00;;;;
3476.00;;;;
3477.00;;;;
3478.00;;;;
3479.00;;;;
3480.00;;;;
3481.00;;;;
3482.00;;;;
3483.00;;;;
3484.00;;;;
3485.00;;;;
3486.00;;;;
3487.00;;;;
3488.00;;;;
3489.00;;;;
3490.00;;;;
3491.00;;;;
3492.00;;;;
3493.00;;;;
3494.00;;;;
3495.00;;;;
3496.00;;;;
3497.00;;;;
3498.00;;;;
3499.00;;;;
3500.00;;;;
3501.00;;;;
3502.00;;;;
3503.00;;;;
3504.00;;;;
3505.00;;;;
3506.00;;;;
3507.00;;;;
3508.00;;;;
3509.00;1to2_1;0.00;6.16;0.00
3510.00;1to2_1;0.00;6.02;0.00
3511.00;1to2_1;6.01;6.01;1.00
3512.00;1to2_1;6.00;6.00;2.00
3513.00;1to2_1;6.00;6.00;3.00
3514.00;1to2_1;6.00;6.00;4.00
3515.00;1to2_1;6.00;6.00;5.00
3516.00;1to2_1;6.00;6.00;6.00
3517.00;1to2_1;6.00;6.00;7.00
3518.00;1to2_1;6.00;6.00;8.00
3519.00;1to2_1;6.00;6.00;9.00
3520.00;1to2_0;0.00;6.23;0.00
3520.00;1to2_1;6.00;6.00;10.00
3521.00;1to2_0;0.00;6.02;0.00
3521.00;1to2_1;6.00;6.00;11.00
3522.00;1to2_0;6.01;14.17;1.00
3522.00;1to2_1;6.00;13.57;12.00
3523.00;1to2_0;6.00;13.74;2.00
3523.00;1to2_1;13.51;13.51;13.00
3524.00;1to2_0;6.00;13.56;3.00
3524.00;1to2_1;13.50;13.50;14.00
3525.00;1to2_0;13.53;13.53;4.00
3525.00;1to2_1;13.50;13.50;15.00
3526.00;1to2_0;13.51;13.51;5.00
3526.00;1to2_1;13.50;13.50;16.00
3527.00;1to2_0;13.50;13.50;6.00
3527.00;1to2_1;13.50;13.50;17.00
3528.00;1to2_0;13.50;13.50;7.00
3528.00;1to2_1;13.50;13.50;18.00
3529.00;1to2_0;13.50;13.50;8.00
3529.00;1to2_1;13.50;13.50;19.00
3530.00;1to2_0;13.50;13.50;9.00
3530.00;1to2_1;13.50;13.50;20.00
3531.00;1to2_0;13.50;13.50;10.00
3531.00;1to2_1;13.50;13.50;21.00
3532.00;1to2_0;13.50;13.50;11.00
3532.00;1to2_1;13.50;13.50;22.00
3533.00;1to2_0;13.50;13.50;12.00
3533.00;1to2_1;13.50;13.50;23.00
3534.00;1to2_0;13.50;13.50;13.00
3534.00;1to2_1;13.50;13.50;24.00
3535.00;1to2_0;13.50;13.50;14.00
3535.00;1to2_1;13.50;13.50;25.00
3536.00;1to2_0;13.50;13.50;15.00
3536.00;1to2_1;13.50;13.50;26.00
3537.00;1to2_0;13.50;13.50;16.00
3537.00;1to2_1;13.50;13.50;27.00
3538.00;1to2_0;13.50;13.50;17.00
3538.00;1to2_1;13.50;13.50;28.00
3539.00;1to2_0;13.50;13.50;18.00
3539.00;1to2_1;13.50;21.00;29.00
3540.00;1to2_0;13.50;13.50;19.00
3540.00;1to2_1;21.00;21.00;30.00
3541.00;1to2_0;13.50;21.00;20.00
3541.00;1to2_1;21.00;21.00;31.00
3542.00;1to2_0;21.00;21.00;21.00
3542.00;1to2_1;21.00;21.00;32.00
3543.00;1to2_0;21.00;21.00;22.00
3543.00;1to2_1;21.00;21.00;33.00
3544.00;1to2_0;21.00;21.00;23.00
3544.00;1to2_1;21.00;21.00;34.00
3545.00;1to2_0;21.00;21.00;24.00
3545.00;1to2_1;21.00;21.00;35.00
3546.00;1to2_0;21.00;21.00;25.00
3546.00;1to2_1;21.00;28.50;36.00
3547.00;1to2_0;21.00;21.00;26.00
3547.00;1to2_1;28.50;28.50;37.00
3548.00;1to2_0;21.00;21.00;27.00
3548.00;1to2_1;36.01;36.01;38.00
3549.00;1to2_0;36.01;36.01;28.00
3549.00;1to2_1;28.50;28.50;39.00
3550.00;1to2_0;36.01;36.01;29.00
3550.00;1to2_1;28.50;28.50;40.00
3551.00;1to2_0;36.01;36.01;30.00
3551.00;1to2_1;28.50;28.50;41.00
3552.00;1to2_0;36.01;43.51;31.00
3552.00;1to2_1;28.50;28.50;42.00
3553.00;1to2_0;43.51;43.51;32.00
3553.00;1to2_1;28.50;28.50;43.00
3554.00;1to2_0;43.51;51.05;33.00
3554.00;1to2_1;28.50;28.50;44.00
3555.00;1to2_0;51.02;51.02;31.00
3555.00;1to2_1;36.01;36.01;33.00
3556.00;1to2_0;51.01;51.01;15.00
3556.00;1to2_1;43.52;43.52;17.00
3557.00;1to2_0;51.01;51.01;10.00
3557.00;1to2_1;43.51;51.18;11.00
3558.00;1to2_0;51.01;51.01;11.00
3558.00;1to2_1;43.51;51.04;4.00
3559.00;1to2_0;51.01;51.01;7.00
3559.00;1to2_1;51.02;51.02;4.00
3560.00;1to2_0;51.01;51.01;6.00
3560.00;1to2_1;51.01;51.01;2.00
3561.00;1to2_0;0.00;50.77;0.00
3561.00;1to2_1;0.00;50.84;0.00
3562.00;1to2_0;0.00;49.66;0.00
3562.00;1to2_1;0.00;50.15;0.00
3563.00;;;;
3564.00;;;;
3565.00;;;;
3566.00;;;;
3567.00;;;;
3568.00;;;;
3569.00;;;;
3570.00;;;;
3571.00;;;;
3572.00;;;;
3573.00;;;;
3574.00;;;;
3575.00;;;;
3576.00;;;;
3577.00;;;;
3578.00;;;;
3579.00;;;;
3580.00;;;;
3581.00;;;;
3582.00;;;;
3583.00;;;;
3584.00;;;;
3585.00;;;;
3586.00;;;;
3587.00;;;;
3588.00;;;;
3589.00;;;;
3590.00;;;;
3591.00;;;;
3592.00;;;;
3593.00;;;;
3594.00;;;;
3595.00;;;;
3596.00;;;;
3597.00;;;;
3598.00;;;;
3599.00;;;;
