step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_stopped;step_teleports;step_time;step_waiting
204;0;1;204;7;232;232;8.83;0.64;102.52;0.80;28;0;0;832.00;0
204;0;1;204;6;232;232;8.88;0.64;102.52;0.80;28;0;0;833.00;0
204;0;1;204;6;232;232;9.17;0.66;102.52;0.80;28;0;0;834.00;0
204;0;0;204;6;232;232;9.29;0.67;102.52;0.80;28;0;0;835.00;0
204;0;0;204;7;233;233;8.94;0.64;102.52;0.80;29;0;0;836.00;0
204;0;0;204;6;233;233;9.11;0.66;102.52;0.80;29;0;0;837.00;0
204;0;0;204;6;233;233;9.21;0.66;102.52;0.80;29;0;0;838.00;0
204;0;0;204;7;234;234;9.04;0.65;102.52;0.80;30;0;0;839.00;0
204;0;0;204;6;234;234;9.10;0.66;102.52;0.80;30;0;0;840.00;0
204;0;0;204;6;234;234;9.28;0.67;102.52;0.80;30;0;0;841.00;0
204;0;0;204;6;234;234;9.25;0.67;102.52;0.80;30;0;0;842.00;0
204;0;0;204;7;235;235;9.15;0.66;102.52;0.80;31;0;0;843.00;0
204;0;0;204;6;235;235;9.11;0.66;102.52;0.80;31;0;0;844.00;0
204;0;0;204;7;235;235;8.91;0.64;102.52;0.80;31;0;0;845.00;0
204;0;0;204;9;236;236;8.60;0.62;102.52;0.80;32;0;0;846.00;0
204;0;0;204;9;236;236;8.67;0.62;102.52;0.80;32;0;0;847.00;0
204;0;0;204;9;236;236;8.77;0.63;102.52;0.80;32;0;0;848.00;0
204;0;0;204;9;236;236;8.83;0.64;102.52;0.80;32;0;0;849.00;0
204;0;0;204;10;237;237;8.66;0.62;102.52;0.80;33;0;0;850.00;0
204;0;0;204;9;237;237;8.66;0.62;102.52;0.80;33;0;0;851.00;0
204;0;0;204;9;237;237;8.46;0.61;102.52;0.80;33;0;0;852.00;0
204;0;0;204;10;237;237;8.22;0.59;102.52;0.80;33;0;0;853.00;0
204;0;1;204;12;238;238;7.60;0.55;102.52;0.80;34;0;0;854.00;0
204;0;1;204;10;238;238;7.55;0.54;102.52;0.80;34;0;0;855.00;0
204;0;0;204;8;238;238;7.70;0.55;102.52;0.80;34;0;0;856.00;0
204;0;1;204;8;239;239;7.94;0.57;102.52;0.80;35;0;0;857.00;0
204;0;0;204;6;239;239;8.18;0.59;102.52;0.80;35;0;0;858.00;0
204;0;0;204;4;239;239;8.51;0.61;102.52;0.80;35;0;0;859.00;0
204;0;0;204;3;239;239;9.05;0.65;102.52;0.80;35;0;0;860.00;0
204;0;1;204;2;240;240;9.34;0.67;102.52;0.80;36;0;0;861.00;0
204;0;0;204;0;240;240;9.88;0.71;102.52;0.80;36;0;0;862.00;0
204;0;0;204;0;240;240;10.41;0.75;102.52;0.80;36;0;0;863.00;0
204;0;0;204;1;241;241;10.79;0.78;102.52;0.80;37;0;0;864.00;0
205;0;1;205;0;241;241;11.27;0.81;102.60;0.80;36;0;0;865.00;0
206;0;0;206;0;241;241;11.58;0.83;102.73;0.80;35;0;0;866.00;0
206;0;0;206;0;241;241;12.13;0.87;102.73;0.80;35;0;0;867.00;0
207;0;1;207;1;242;242;11.97;0.86;102.79;0.80;35;0;0;868.00;0
208;0;0;208;0;242;242;12.44;0.90;102.94;0.80;34;0;0;869.00;0
210;0;0;210;0;242;242;12.79;0.92;103.14;0.80;32;0;0;870.00;0
210;0;0;210;0;242;242;12.91;0.93;103.14;0.80;32;0;0;871.00;0
212;0;0;212;1;243;243;12.60;0.91;103.25;0.80;31;0;0;872.00;0
212;0;0;212;0;243;243;12.79;0.92;103.25;0.80;31;0;0;873.00;0
214;0;0;214;0;243;243;12.90;0.93;103.26;0.80;29;0;0;874.00;0
215;0;1;215;1;244;244;12.56;0.90;103.23;0.80;29;0;0;875.00;0
216;0;1;216;0;244;244;12.76;0.92;103.26;0.80;28;0;0;876.00;0
217;0;1;217;0;244;244;12.88;0.93;103.18;0.80;27;0;0;877.00;0
218;0;1;218;0;244;244;12.91;0.93;103.19;0.80;26;0;0;878.00;0
219;0;1;219;1;245;245;12.42;0.89;103.15;0.80;26;0;0;879.00;0
220;0;1;220;0;245;245;12.56;0.90;103.13;0.80;25;0;0;880.00;0
222;0;0;222;0;245;245;12.81;0.92;102.96;0.80;23;0;0;881.00;0
222;0;0;222;1;246;246;12.46;0.90;102.96;0.80;24;0;0;882.00;0
222;0;0;222;0;246;246;12.56;0.90;102.96;0.80;24;0;0;883.00;0
222;0;0;222;0;246;246;12.74;0.92;102.96;0.80;24;0;0;884.00;0
222;0;0;222;0;246;246;12.68;0.91;102.96;0.80;24;0;0;885.00;0
222;0;1;222;1;247;247;12.51;0.90;102.96;0.80;25;0;0;886.00;0
222;0;1;222;0;247;247;12.65;0.91;102.96;0.80;25;0;0;887.00;0
223;0;0;223;0;247;247;12.80;0.92;102.90;0.80;24;0;0;888.00;0
223;0;0;223;0;247;247;13.00;0.94;102.90;0.80;24;0;0;889.00;0
223;0;0;223;1;248;248;12.41;0.89;102.90;0.80;25;0;0;890.00;0
223;0;0;223;0;248;248;12.72;0.92;102.90;0.80;25;0;0;891.00;0
223;0;0;223;0;248;248;12.89;0.93;102.90;0.80;25;0;0;892.00;0
223;0;1;223;1;249;249;12.51;0.90;102.90;0.80;26;0;0;893.00;0
224;0;1;224;0;249;249;12.67;0.91;102.81;0.80;25;0;0;894.00;0
225;0;1;225;0;249;249;12.76;0.92;102.80;0.80;24;0;0;895.00;0
225;0;0;225;0;249;249;12.98;0.93;102.80;0.80;24;0;0;896.00;0
226;0;0;226;1;250;250;12.57;0.90;102.74;0.80;24;0;0;897.00;0
226;0;0;226;0;250;250;12.31;0.89;102.74;0.80;24;0;0;898.00;0
226;0;0;226;0;250;250;12.27;0.88;102.74;0.80;24;0;0;899.00;0
226;0;1;226;1;251;251;11.67;0.84;102.74;0.80;25;0;0;900.00;0
227;0;1;227;1;251;251;11.65;0.84;102.67;0.80;24;0;0;901.00;0
227;0;0;227;1;251;251;11.64;0.84;102.67;0.80;24;0;0;902.00;0
227;0;0;227;1;251;251;11.60;0.84;102.67;0.80;24;0;0;903.00;0
227;0;0;227;3;252;252;10.77;0.78;102.67;0.80;25;0;0;904.00;0
228;0;0;228;2;252;252;10.60;0.76;102.57;0.80;24;0;0;905.00;0
228;0;1;228;2;252;252;10.50;0.76;102.57;0.80;24;0;0;906.00;0
229;0;0;229;3;252;252;10.33;0.74;102.51;0.80;23;0;0;907.00;0
229;0;0;229;5;253;253;9.99;0.72;102.51;0.80;24;0;0;908.00;0
229;0;0;229;4;253;253;9.88;0.71;102.51;0.80;24;0;0;909.00;0
229;0;0;229;4;253;253;9.77;0.70;102.51;0.80;24;0;0;910.00;0
229;0;0;229;5;254;254;9.36;0.67;102.51;0.80;25;0;0;911.00;0
229;0;0;229;5;254;254;9.09;0.65;102.51;0.80;25;0;0;912.00;0
229;0;1;229;5;254;254;9.07;0.65;102.51;0.80;25;0;0;913.00;0
229;0;0;229;5;254;254;9.18;0.66;102.51;0.80;25;0;0;914.00;0
229;0;0;229;6;255;255;8.88;0.64;102.51;0.80;26;0;0;915.00;0
229;0;0;229;6;255;255;8.96;0.65;102.51;0.80;26;0;0;916.00;0
229;0;0;229;6;255;255;9.29;0.67;102.51;0.80;26;0;0;917.00;0
229;0;0;229;7;256;256;8.96;0.65;102.51;0.80;27;0;0;918.00;0
229;0;0;229;6;256;256;9.13;0.66;102.51;0.80;27;0;0;919.00;0
229;0;0;229;6;256;256;9.29;0.67;102.51;0.80;27;0;0;920.00;0
229;0;0;229;6;256;256;9.47;0.68;102.51;0.80;27;0;0;921.00;0
229;0;1;229;7;257;257;9.13;0.66;102.51;0.80;28;0;0;922.00;0
229;0;1;229;6;257;257;9.23;0.66;102.51;0.80;28;0;0;923.00;0
229;0;0;229;6;257;257;9.42;0.68;102.51;0.80;28;0;0;924.00;0
229;0;0;229;6;257;257;9.40;0.68;102.51;0.80;28;0;0;925.00;0
229;0;0;229;7;258;258;9.22;0.66;102.51;0.80;29;0;0;926.00;0
229;0;0;229;6;258;258;9.33;0.67;102.51;0.80;29;0;0;927.00;0
229;0;0;229;6;258;258;9.44;0.68;102.51;0.80;29;0;0;928.00;0
229;0;0;229;7;259;259;9.25;0.67;102.51;0.80;30;0;0;929.00;0
229;0;0;229;6;259;259;9.32;0.67;102.51;0.80;30;0;0;930.00;0
229;0;0;229;6;259;259;9.48;0.68;102.51;0.80;30;0;0;931.00;0
229;0;0;229;6;259;259;9.62;0.69;102.51;0.80;30;0;0;932.00;0
229;0;0;229;7;260;260;9.35;0.67;102.51;0.80;31;0;0;933.00;0
229;0;0;229;6;260;260;9.36;0.67;102.51;0.80;31;0;0;934.00;0
229;0;0;229;6;260;260;9.44;0.68;102.51;0.80;31;0;0;935.00;0
229;0;0;229;7;261;261;9.20;0.66;102.51;0.80;32;0;0;936.00;0
229;0;0;229;7;261;261;9.11;0.66;102.51;0.80;32;0;0;937.00;0
229;0;0;229;7;261;261;9.25;0.67;102.51;0.80;32;0;0;938.00;0
229;0;0;229;7;261;261;9.45;0.68;102.51;0.80;32;0;0;939.00;0
229;0;0;229;8;262;262;9.06;0.65;102.51;0.80;33;0;0;940.00;0
229;0;0;229;7;262;262;9.20;0.66;102.51;0.80;33;0;0;941.00;0
229;0;0;229;7;262;262;9.25;0.67;102.51;0.80;33;0;0;942.00;0
229;0;1;229;8;262;262;8.97;0.65;102.51;0.80;33;0;0;943.00;0
229;0;1;229;9;263;263;8.41;0.61;102.51;0.80;34;0;0;944.00;0
229;0;0;229;7;263;263;8.45;0.61;102.51;0.80;34;0;0;945.00;0
229;0;0;229;6;263;263;8.45;0.61;102.51;0.80;34;0;0;946.00;0
229;0;0;229;5;264;264;8.49;0.61;102.51;0.80;35;0;0;947.00;0
229;0;0;229;4;264;264;8.74;0.63;102.51;0.80;35;0;0;948.00;0
229;0;1;229;2;264;264;9.15;0.66;102.51;0.80;35;0;0;949.00;0
229;0;1;229;0;264;264;9.61;0.69;102.51;0.80;35;0;0;950.00;0
229;0;0;229;1;265;265;9.92;0.71;102.51;0.80;36;0;0;951.00;0
229;0;0;229;0;265;265;10.64;0.77;102.51;0.80;36;0;0;952.00;0
229;0;0;229;0;265;265;11.43;0.82;102.51;0.80;36;0;0;953.00;0
229;0;1;229;1;266;266;11.33;0.82;102.51;0.80;37;0;0;954.00;0
230;0;0;230;0;266;266;11.68;0.84;102.62;0.80;36;0;0;955.00;0
230;0;0;230;0;266;266;12.07;0.87;102.62;0.80;36;0;0;956.00;0
232;0;1;232;0;266;266;12.18;0.88;102.84;0.80;34;0;0;957.00;0
233;0;1;233;1;267;267;12.06;0.87;102.94;0.80;34;0;0;958.00;0
234;0;0;234;0;267;267;12.23;0.88;103.00;0.80;33;0;0;959.00;0
235;0;0;235;0;267;267;12.44;0.90;103.07;0.80;32;0;0;960.00;0
235;0;0;235;0;267;267;12.60;0.91;103.07;0.80;32;0;0;961.00;0
237;0;1;237;1;268;268;12.23;0.88;103.14;0.80;31;0;0;962.00;0
238;0;21;238;0;268;268;12.31;0.89;103.12;0.80;30;0;0;963.00;0
238;0;1;238;0;268;268;12.30;0.89;103.12;0.80;30;0;0;964.00;0
240;0;1;240;1;269;269;11.94;0.86;103.14;0.80;29;0;0;965.00;0
240;0;0;240;0;269;269;12.26;0.88;103.14;0.80;29;0;0;966.00;0
242;0;0;242;0;269;269;12.38;0.89;103.15;0.80;27;0;0;967.00;0
242;0;0;242;0;269;269;12.53;0.90;103.15;0.80;27;0;0;968.00;0
244;0;1;244;1;270;270;12.27;0.88;103.09;0.80;26;0;0;969.00;0
246;0;0;246;0;270;270;12.26;0.88;102.92;0.80;24;0;0;970.00;0
246;0;1;246;0;270;270;12.51;0.90;102.92;0.80;24;0;0;971.00;0
247;0;1;247;1;271;271;12.26;0.88;102.89;0.80;24;0;0;972.00;0
248;0;1;248;0;271;271;12.33;0.89;102.86;0.80;23;0;0;973.00;0
249;0;0;249;0;271;271;12.46;0.90;102.76;0.80;22;0;0;974.00;0
249;0;0;249;0;271;271;12.64;0.91;102.76;0.80;22;0;0;975.00;0
249;0;0;249;1;272;272;12.27;0.88;102.76;0.80;23;0;0;976.00;0
249;0;0;249;0;272;272;12.56;0.90;102.76;0.80;23;0;0;977.00;0
249;0;1;249;0;272;272;12.61;0.91;102.76;0.80;23;0;0;978.00;0
249;0;0;249;0;272;272;12.85;0.93;102.76;0.80;23;0;0;979.00;0
250;0;0;250;1;273;273;12.32;0.89;102.62;0.80;23;0;0;980.00;0
250;0;0;250;0;273;273;12.42;0.89;102.62;0.80;23;0;0;981.00;0
250;0;0;250;0;273;273;12.58;0.91;102.62;0.80;23;0;0;982.00;0
250;0;0;250;1;274;274;11.98;0.86;102.62;0.80;24;0;0;983.00;0
250;0;0;250;0;274;274;12.20;0.88;102.62;0.80;24;0;0;984.00;0
251;0;1;251;0;274;274;12.43;0.89;102.59;0.80;23;0;0;985.00;0
251;0;0;251;0;274;274;12.74;0.92;102.59;0.80;23;0;0;986.00;0
252;0;0;252;1;275;275;12.08;0.87;102.53;0.80;23;0;0;987.00;0
252;0;0;252;0;275;275;12.46;0.90;102.53;0.80;23;0;0;988.00;0
252;0;0;252;0;275;275;12.51;0.90;102.53;0.80;23;0;0;989.00;0
252;0;1;252;1;276;276;12.16;0.88;102.53;0.80;24;0;0;990.00;0
252;0;1;252;0;276;276;12.28;0.88;102.53;0.80;24;0;0;991.00;0
253;0;0;253;0;276;276;12.37;0.89;102.47;0.80;23;0;0;992.00;0
253;0;0;253;0;276;276;12.53;0.90;102.47;0.80;23;0;0;993.00;0
253;0;0;253;1;277;277;12.07;0.87;102.47;0.80;24;0;0;994.00;0
253;0;0;253;0;277;277;12.29;0.88;102.47;0.80;24;0;0;995.00;0
254;0;0;254;0;277;277;12.27;0.88;102.41;0.80;23;0;0;996.00;0
254;0;1;254;0;277;277;12.26;0.88;102.41;0.80;23;0;0;997.00;0
254;0;0;254;1;278;278;11.46;0.83;102.41;0.80;24;0;0;998.00;0
254;0;0;254;0;278;278;11.46;0.83;102.41;0.80;24;0;0;999.00;0
254;0;0;254;0;278;278;11.01;0.79;102.41;0.80;24;0;0;1000.00;0
254;0;0;254;1;279;279;10.22;0.74;102.41;0.80;25;0;0;1001.00;0
254;0;0;254;1;279;279;10.38;0.75;102.41;0.80;25;0;0;1002.00;0
254;0;0;254;2;279;279;10.31;0.74;102.41;0.80;25;0;0;1003.00;0
254;0;0;254;2;279;279;10.41;0.75;102.41;0.80;25;0;0;1004.00;0
254;0;0;254;4;280;280;9.96;0.72;102.41;0.80;26;0;0;1005.00;0
254;0;0;254;3;280;280;9.90;0.71;102.41;0.80;26;0;0;1006.00;0
254;0;0;254;3;280;280;9.71;0.70;102.41;0.80;26;0;0;1007.00;0
254;0;0;254;4;281;281;9.11;0.66;102.41;0.80;27;0;0;1008.00;0
254;0;1;254;3;281;281;9.04;0.65;102.41;0.80;27;0;0;1009.00;0
254;0;1;254;4;281;281;9.04;0.65;102.41;0.80;27;0;0;1010.00;0
254;0;0;254;4;281;281;9.24;0.66;102.41;0.80;27;0;0;1011.00;0
254;0;0;254;6;282;282;8.79;0.63;102.41;0.80;28;0;0;1012.00;0
254;0;0;254;5;282;282;9.04;0.65;102.41;0.80;28;0;0;1013.00;0
254;0;0;254;5;282;282;9.12;0.66;102.41;0.80;28;0;0;1014.00;0
254;0;0;254;5;282;282;9.10;0.66;102.41;0.80;28;0;0;1015.00;0
254;0;0;254;6;283;283;8.82;0.64;102.41;0.80;29;0;0;1016.00;0
254;0;0;254;5;283;283;8.86;0.64;102.41;0.80;29;0;0;1017.00;0
254;0;0;254;5;283;283;9.01;0.65;102.41;0.80;29;0;0;1018.00;0
254;0;0;254;6;284;284;8.74;0.63;102.41;0.80;30;0;0;1019.00;0
254;0;0;254;5;284;284;8.86;0.64;102.41;0.80;30;0;0;1020.00;0
254;0;0;254;5;284;284;9.04;0.65;102.41;0.80;30;0;0;1021.00;0
254;0;0;254;5;284;284;9.24;0.67;102.41;0.80;30;0;0;1022.00;0
254;0;1;254;6;285;285;9.10;0.65;102.41;0.80;31;0;0;1023.00;0
254;0;0;254;5;285;285;8.89;0.64;102.41;0.80;31;0;0;1024.00;0
254;0;0;254;5;285;285;8.97;0.65;102.41;0.80;31;0;0;1025.00;0
254;0;1;254;7;286;286;8.59;0.62;102.41;0.80;32;0;0;1026.00;0
254;0;0;254;6;286;286;8.67;0.62;102.41;0.80;32;0;0;1027.00;0
254;0;0;254;6;286;286;8.80;0.63;102.41;0.80;32;0;0;1028.00;0
254;0;0;254;6;286;286;8.84;0.64;102.41;0.80;32;0;0;1029.00;0
254;0;0;254;7;287;287;8.52;0.61;102.41;0.80;33;0;0;1030.00;0
254;0;0;254;7;287;287;8.34;0.60;102.41;0.80;33;0;0;1031.00;0
254;0;0;254;7;287;287;8.36;0.60;102.41;0.80;33;0;0;1032.00;0
254;0;0;254;8;287;287;8.05;0.58;102.41;0.80;33;0;0;1033.00;0
254;0;0;254;10;288;288;7.58;0.55;102.41;0.80;34;0;0;1034.00;0
254;0;0;254;7;288;288;7.53;0.54;102.41;0.80;34;0;0;1035.00;0
254;0;1;254;6;288;288;7.87;0.57;102.41;0.80;34;0;0;1036.00;0
254;0;1;254;6;289;289;8.03;0.58;102.41;0.80;35;0;0;1037.00;0
254;0;0;254;4;289;289;8.61;0.62;102.41;0.80;35;0;0;1038.00;0
254;0;0;254;2;289;289;9.03;0.65;102.41;0.80;35;0;0;1039.00;0
254;0;1;254;1;289;289;9.57;0.69;102.41;0.80;35;0;0;1040.00;0
254;0;1;254;1;290;290;9.96;0.72;102.41;0.80;36;0;0;1041.00;0
254;0;0;254;0;290;290;10.51;0.76;102.41;0.80;36;0;0;1042.00;0
254;0;0;254;0;290;290;11.18;0.81;102.41;0.80;36;0;0;1043.00;0
254;0;1;254;1;291;291;11.09;0.80;102.41;0.80;37;0;0;1044.00;0
254;0;0;254;0;291;291;11.69;0.84;102.41;0.80;37;0;0;1045.00;0
256;0;0;256;0;291;291;11.91;0.86;102.60;0.80;35;0;0;1046.00;0
256;0;0;256;0;291;291;12.21;0.88;102.60;0.80;35;0;0;1047.00;0
257;0;1;257;1;292;292;11.95;0.86;102.67;0.80;35;0;0;1048.00;0
257;0;0;257;0;292;292;12.28;0.88;102.67;0.80;35;0;0;1049.00;0
259;0;0;259;0;292;292;12.48;0.90;102.85;0.80;33;0;0;1050.00;0
260;0;0;260;0;292;292;12.58;0.91;102.87;0.80;32;0;0;1051.00;0
261;0;0;261;1;293;293;12.26;0.88;102.92;0.80;32;0;0;1052.00;0
262;0;1;262;0;293;293;12.35;0.89;102.93;0.80;31;0;0;1053.00;0
263;0;1;263;0;293;293;12.52;0.90;103.02;0.80;30;0;0;1054.00;0
264;0;1;264;1;294;294;12.13;0.87;103.02;0.80;30;0;0;1055.00;0
265;0;0;265;0;294;294;12.36;0.89;103.07;0.80;29;0;0;1056.00;0
266;0;0;266;0;294;294;12.54;0.90;103.07;0.80;28;0;0;1057.00;0
267;0;0;267;0;294;294;12.62;0.91;103.06;0.80;27;0;0;1058.00;0
267;0;0;267;1;295;295;12.27;0.88;103.06;0.80;28;0;0;1059.00;0
267;0;0;267;0;295;295;12.38;0.89;103.06;0.80;28;0;0;1060.00;0
268;0;0;268;0;295;295;12.48;0.90;103.03;0.80;27;0;0;1061.00;0
270;0;0;270;1;296;296;12.11;0.87;102.98;0.80;26;0;0;1062.00;0
271;0;0;271;0;296;296;12.46;0.90;102.94;0.80;25;0;0;1063.00;0
272;0;0;272;0;296;296;12.50;0.90;102.88;0.80;24;0;0;1064.00;0
273;0;1;273;0;296;296;12.91;0.93;102.81;0.80;23;0;0;1065.00;0
274;0;1;274;1;297;297;12.33;0.89;102.72;0.80;23;0;0;1066.00;0
275;0;1;275;0;297;297;12.54;0.90;102.66;0.80;22;0;0;1067.00;0
275;0;0;275;0;297;297;12.75;0.92;102.66;0.80;22;0;0;1068.00;0
275;0;0;275;0;297;297;12.85;0.93;102.66;0.80;22;0;0;1069.00;0
275;0;1;275;1;298;298;12.35;0.89;102.66;0.80;23;0;0;1070.00;0
275;0;0;275;0;298;298;12.52;0.90;102.66;0.80;23;0;0;1071.00;0
275;0;0;275;0;298;298;12.62;0.91;102.66;0.80;23;0;0;1072.00;0
275;0;0;275;1;299;299;12.22;0.88;102.66;0.80;24;0;0;1073.00;0
275;0;0;275;0;299;299;12.31;0.89;102.66;0.80;24;0;0;1074.00;0
275;0;0;275;0;299;299;12.45;0.90;102.66;0.80;24;0;0;1075.00;0
275;0;1;275;0;299;299;12.80;0.92;102.66;0.80;24;0;0;1076.00;0
275;0;1;275;1;300;300;12.22;0.88;102.66;0.80;25;0;0;1077.00;0
275;0;1;275;0;300;300;12.32;0.89;102.66;0.80;25;0;0;1078.00;0
276;0;0;276;0;300;300;12.06;0.87;102.58;0.80;24;0;0;1079.00;0
277;0;0;277;1;301;301;11.64;0.84;102.54;0.80;24;0;0;1080.00;0
277;0;0;277;0;301;301;11.79;0.85;102.54;0.80;24;0;0;1081.00;0
278;0;0;278;1;301;301;11.95;0.86;102.49;0.80;23;0;0;1082.00;0
278;0;0;278;1;301;301;12.03;0.87;102.49;0.80;23;0;0;1083.00;0
278;0;1;278;2;302;302;11.58;0.83;102.49;0.80;24;0;0;1084.00;0
278;0;0;278;1;302;302;11.74;0.84;102.49;0.80;24;0;0;1085.00;0
278;0;0;278;1;302;302;11.91;0.86;102.49;0.80;24;0;0;1086.00;0
278;0;0;278;1;302;302;11.99;0.86;102.49;0.80;24;0;0;1087.00;0
278;0;0;278;2;303;303;11.50;0.83;102.49;0.80;25;0;0;1088.00;0
278;0;0;278;1;303;303;11.70;0.84;102.49;0.80;25;0;0;1089.00;0
278;0;1;278;1;303;303;11.70;0.84;102.49;0.80;25;0;0;1090.00;0
278;0;1;278;2;304;304;11.06;0.80;102.49;0.80;26;0;0;1091.00;0
278;0;0;278;1;304;304;10.82;0.78;102.49;0.80;26;0;0;1092.00;0
278;0;0;278;1;304;304;10.65;0.77;102.49;0.80;26;0;0;1093.00;0
278;0;0;278;1;304;304;10.20;0.73;102.49;0.80;26;0;0;1094.00;0
278;0;0;278;3;305;305;9.52;0.69;102.49;0.80;27;0;0;1095.00;0
278;0;0;278;4;305;305;9.06;0.65;102.49;0.80;27;0;0;1096.00;0
278;0;0;278;5;305;305;8.96;0.64;102.49;0.80;27;0;0;1097.00;0
278;0;0;278;6;306;306;8.62;0.62;102.49;0.80;28;0;0;1098.00;0
278;0;0;278;6;306;306;8.66;0.62;102.49;0.80;28;0;0;1099.00;0
278;0;1;278;7;306;306;8.81;0.63;102.49;0.80;28;0;0;1100.00;0
278;0;1;278;7;306;306;8.92;0.64;102.49;0.80;28;0;0;1101.00;0
278;0;1;278;8;307;307;8.72;0.63;102.49;0.80;29;0;0;1102.00;0
278;0;1;278;7;307;307;8.76;0.63;102.49;0.80;29;0;0;1103.00;0
278;0;0;278;7;307;307;8.87;0.64;102.49;0.80;29;0;0;1104.00;0
278;0;1;278;7;307;307;8.94;0.64;102.49;0.80;29;0;0;1105.00;0
278;0;1;278;8;308;308;8.78;0.63;102.49;0.80;30;0;0;1106.00;0
278;0;1;278;7;308;308;8.85;0.64;102.49;0.80;30;0;0;1107.00;0
278;0;1;278;7;308;308;8.99;0.65;102.49;0.80;30;0;0;1108.00;0
278;0;1;278;8;309;309;8.78;0.63;102.49;0.80;31;0;0;1109.00;0
278;0;0;278;7;309;309;8.90;0.64;102.49;0.80;31;0;0;1110.00;0
278;0;0;278;7;309;309;8.98;0.65;102.49;0.80;31;0;0;1111.00;0
278;0;1;278;7;309;309;9.02;0.65;102.49;0.80;31;0;0;1112.00;0
278;0;0;278;8;310;310;8.84;0.64;102.49;0.80;32;0;0;1113.00;0
278;0;0;278;7;310;310;8.82;0.63;102.49;0.80;32;0;0;1114.00;0
278;0;0;278;7;310;310;8.78;0.63;102.49;0.80;32;0;0;1115.00;0
278;0;0;278;8;311;311;8.60;0.62;102.49;0.80;33;0;0;1116.00;0
278;0;0;278;7;311;311;8.58;0.62;102.49;0.80;33;0;0;1117.00;0
278;0;0;278;7;311;311;8.59;0.62;102.49;0.80;33;0;0;1118.00;0
278;0;0;278;7;311;311;8.66;0.62;102.49;0.80;33;0;0;1119.00;0
278;0;0;278;8;312;312;8.28;0.60;102.49;0.80;34;0;0;1120.00;0
278;0;1;278;7;312;312;8.15;0.59;102.49;0.80;34;0;0;1121.00;0
278;0;1;278;7;312;312;8.03;0.58;102.49;0.80;34;0;0;1122.00;0
278;0;1;278;8;312;312;7.92;0.57;102.49;0.80;34;0;0;1123.00;0
278;0;1;278;9;313;313;7.38;0.53;102.49;0.80;35;0;0;1124.00;0
278;0;0;278;7;313;313;7.45;0.54;102.49;0.80;35;0;0;1125.00;0
278;0;0;278;6;313;313;7.58;0.55;102.49;0.80;35;0;0;1126.00;0
278;0;1;278;6;314;314;7.70;0.55;102.49;0.80;36;0;0;1127.00;0
278;0;0;278;4;314;314;8.12;0.58;102.49;0.80;36;0;0;1128.00;0
278;0;0;278;4;314;314;8.53;0.61;102.49;0.80;36;0;0;1129.00;0
278;0;1;278;3;314;314;9.12;0.66;102.49;0.80;36;0;0;1130.00;0
278;0;0;278;2;315;315;9.35;0.67;102.49;0.80;37;0;0;1131.00;0
278;0;0;278;0;315;315;10.00;0.72;102.49;0.80;37;0;0;1132.00;0
278;0;1;278;0;315;315;10.53;0.76;102.49;0.80;37;0;0;1133.00;0
278;0;0;278;1;316;316;10.86;0.78;102.49;0.80;38;0;0;1134.00;0
278;0;0;278;0;316;316;11.43;0.82;102.49;0.80;38;0;0;1135.00;0
280;0;1;280;0;316;316;11.53;0.83;102.64;0.80;36;0;0;1136.00;0
280;0;0;280;0;316;316;11.88;0.86;102.64;0.80;36;0;0;1137.00;0
282;0;1;282;1;317;317;11.89;0.86;102.78;0.80;35;0;0;1138.00;0
282;0;1;282;0;317;317;11.96;0.86;102.78;0.80;35;0;0;1139.00;0
282;0;0;282;0;317;317;12.32;0.89;102.78;0.80;35;0;0;1140.00;0
284;0;0;284;0;317;317;12.60;0.91;102.99;0.80;33;0;0;1141.00;0
285;0;1;285;1;318;318;12.36;0.89;103.01;0.80;33;0;0;1142.00;0
286;0;1;286;0;318;318;12.64;0.91;103.10;0.80;32;0;0;1143.00;0
287;0;0;287;0;318;318;12.61;0.91;103.10;0.80;31;0;0;1144.00;0
288;0;0;288;1;319;319;12.34;0.89;103.16;0.80;31;0;0;1145.00;0
289;0;0;289;0;319;319;12.54;0.90;103.18;0.80;30;0;0;1146.00;0
290;0;0;290;0;319;319;12.77;0.92;103.23;0.80;29;0;0;1147.00;0
292;0;0;292;0;319;319;12.91;0.93;103.22;0.80;27;0;0;1148.00;0
292;0;1;292;1;320;320;12.74;0.92;103.22;0.80;28;0;0;1149.00;0
294;0;1;294;0;320;320;12.63;0.91;103.16;0.80;26;0;0;1150.00;0
295;0;1;295;0;320;320;12.82;0.92;103.10;0.80;25;0;0;1151.00;0
296;0;1;296;1;321;321;12.47;0.90;103.08;0.80;25;0;0;1152.00;0
297;0;1;297;0;321;321;12.54;0.90;103.00;0.80;24;0;0;1153.00;0
297;0;1;297;0;321;321;12.69;0.91;103.00;0.80;24;0;0;1154.00;0
297;0;1;297;0;321;321;12.74;0.92;103.00;0.80;24;0;0;1155.00;0
298;0;1;298;1;322;322;12.32;0.89;102.94;0.80;24;0;0;1156.00;0
298;0;0;298;0;322;322;12.41;0.89;102.94;0.80;24;0;0;1157.00;0
298;0;0;298;0;322;322;12.61;0.91;102.94;0.80;24;0;0;1158.00;0
